app_name,category,appstore_link_url,img_src_url
Neon Splash,Games,https://apps.apple.com/gb/app/neon-splash/id1473007377?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/5cd99e05ac340cf491aa93a55a39571209af0f66d6cc07d0215be74713007227.jpg
Amazon Alexa,Music,https://apps.apple.com/gb/app/amazon-alexa/id944011620?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/b4c69a6989270a17fad8d6b01d2a5ca6387466c1f54025a3768d776eac9e2673.jpg
Party.io,Games,https://apps.apple.com/gb/app/party-io/id1439785734?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/fe53c95b381066fdda347fa637b349b61673d1437f0a5d3368491ac26fba3204.jpg
Word Villas-A super fun game,Games,https://apps.apple.com/gb/app/word-villas-crossword-design/id1466588301?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/c9225cded917e7e6797592f70f2c43dffcc8575e8848f66b4c409b5fb1576abe.jpg
Archery Go - Bow&Arrow King,Games,https://apps.apple.com/gb/app/archery-go-bow-arrow-king/id1455330046?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/c8ccfc7ffcab30015a7f9911d602746ef7b352f082ed38ead4938ca041734a11.jpg
Square Bird.,Games,https://apps.apple.com/gb/app/square-bird/id1435729435?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/7254132deba25290bc9216f1b5cc33485bd0372292bd8b84644b4640b6a042a0.jpg
Sticky Block,Games,https://apps.apple.com/gb/app/sticky-block/id1465856936?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/be9208304a074d30ae471d84bc7b212db29673b02273ae2be88fe068820e2c9e.jpg
First Bus – Travel Made Easy,Travel,https://apps.apple.com/gb/app/first-bus-travel-made-easy/id566586379?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/bf41cdd95257aca38a0be7af1d67a1887488954016285e20c517f1867fdddc5e.jpg
Vova,Shopping,https://apps.apple.com/gb/app/vova/id1358582620?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/353aa459b395a5d61c6e5ec621031e24c014eb18a6301a439dda9f2fbabac2f7.jpg
"Shpock: Sell, Buy, Classifieds",Shopping,https://apps.apple.com/gb/app/shpock-sell-buy-classifieds/id557153158?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/90df689b53278d7313da56131169bd92d2a3da01dc005cf00f2d337756f0aa6f.jpg
Groupon,Shopping,https://apps.apple.com/gb/app/groupon/id352683833?uo=4&v0=WWW-EUUK-ITSTOP100-FREEAPPS&l=en,/autopush/uk/itunes/charts/free-apps/images/2019/9/5ff9da275a85cd6dec3fdda61254e8173f977d1214d26595664336753f02617e.jpg
