app_name,category,appstore_link_url,img_src_url,star_rating,num_ratings
WhatsApp Messenger,Social Networking,https://itunes.apple.com/us/app/whatsapp-messenger/id310633997?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/9d754edf550bcc92f0ee5410999a57fb39a92cb4f08c9cda5faff24242121bcd.jpg,4.7,4M Ratings
TENKYU,Games,https://itunes.apple.com/us/app/tenkyu/id1189800250?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/3b3aca42889d654e0337c59ce1081d23c1ad842591493ad6766ee42e22c666f7.jpg,4.6,208.1K Ratings
Spotify Music,Music,https://itunes.apple.com/us/app/spotify-music/id324684580?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/72f8c102f31bbeb72263b937c16b53f8210e31f306f068bf2e1cc5014e405449.jpg,4.8,5M Ratings
Helix Jump,Games,https://itunes.apple.com/us/app/helix-jump/id1345968745?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/6ee5582e3c9c408d1feced2d19e17317124122d2958a18df94c1b250f87b7c27.jpg,4.6,1M Ratings
Gmail - Email by Google,Productivity,https://itunes.apple.com/us/app/gmail-email-by-google/id422689480?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/20ade54b8521cb57ddc27dac955fbf4e00b1b09bc8d3e22e29aeea2787d0f464.jpg,4.5,110.6K Ratings
Word Link - Word Puzzle Game,Games,https://itunes.apple.com/us/app/word-link-word-puzzle-game/id1347684152?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/d7f2da9b533e3691669e42ede9747355dd13c83e3d957d36019cad2c78971c3c.jpg,4.6,257.7K Ratings
Ultra Sharp,Games,https://itunes.apple.com/us/app/ultra-sharp/id1417799395?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/72907c9146bfd16993ba5acc7e466579d6badcb1cb371799a54770b7d229c119.jpg,4.6,11.1K Ratings
Netflix,Entertainment,https://itunes.apple.com/us/app/netflix/id363590051?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/c819807931cce5204ee18a367560134a2af4b3215336fe8fae52c24fd6170bdf.jpg,4.0,99.9K Ratings
Google Maps - Transit & Food,Navigation,https://itunes.apple.com/us/app/google-maps-transit-food/id585027354?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/f68e574f4dabad5b1e92c193866c4fa7d8d1ee29ff571630f123f1fad9afdfc9.jpg,4.7,1.9M Ratings
Fortnite,Games,https://itunes.apple.com/us/app/fortnite/id1261357853?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/9b3795bd45ed10f1883be4e8fbdc8bd64569c45dba2cff51878b4f5e61d4d965.jpg,4.6,3.5M Ratings
Bumper.io,Games,https://itunes.apple.com/us/app/bumper-io/id1402499966?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/51ac49011abef3d2efd9e56a676c226b5ac30d8c3b8a7a0353a9104b2b6d9ceb.jpg,4.6,167.3K Ratings
Facebook,Social Networking,https://itunes.apple.com/us/app/facebook/id284882215?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/f3e1c375f129c9bd47e93d33ac510574604fd16d6d2f4b102b43d9ce56b27bbe.jpg,3.1,245.7K Ratings
Messenger,Social Networking,https://itunes.apple.com/us/app/messenger/id454638411?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/85b379053b9719a5ea2696ddea3fb9ef18e7bd58e34682481cabcebc48c4e086.jpg,4.2,634K Ratings
Snapchat,Photo & Video,https://itunes.apple.com/us/app/snapchat/id447188370?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/bab34ad41b68f87a4cb592fe5bc814ff504166aceab838a6be81327e3eedd1fb.jpg,2.3,1.2M Ratings
Instagram,Photo & Video,https://itunes.apple.com/us/app/instagram/id389801252?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/ce89c47dfa33f8762e0288924c69d61ae1e332cbd70b6ad474f2937aecc2b7e4.jpg,4.8,9.4M Ratings
Hello Stars,Games,https://itunes.apple.com/us/app/hello-stars/id1403455040?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/16f247d2ac8e29c0082c3f987c976529aeb0583413f3991340950c15dc9b80db.jpg,4.6,177.2K Ratings
Go Fish!,Games,https://itunes.apple.com/us/app/go-fish/id1398987473?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/e83b9e6075b0c6a37f57075c84e6252dacc971bd75054d827949fbb8cdf7a903.jpg,4.5,211.7K Ratings
Tomb of the Mask,Games,https://itunes.apple.com/us/app/tomb-of-the-mask/id1057889290?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/41b7865879cc51333148ba3359a5929678d0f93bad55a57f7255eced2021e695.jpg,4.6,460.5K Ratings
